quote_id,product_family,power_kw,weight_kg,pressure_bar,material_grade,custom_machining_hours,num_components,tolerance_class,order_quantity,lead_time_days,customer_segment,region,competitor_present,contract_type,gross_margin_kusd,final_price_kusd
Q01156,Compressor-X,186.4,739.0,202.5,Standard,29.7,132,Precision,43,114.0,MidMarket,South,Yes,Annual,12.79,119.42
Q01157,Compressor-Y,268.0,955.0,230.9,Alloy,77.3,354,Ultra,19,83.0,MidMarket,South,No,Spot,89.76,325.2
Q01158,Pump-B,87.8,352.0,30.5,Stainless,51.4,218,Std,49,22.0,Enterprise,South,Yes,Spot,9.6,76.71
Q01159,Compressor-Y,310.5,1069.0,209.1,Standard,62.7,115,Std,18,128.0,SMB,South,Yes,Framework,42.29,189.4
Q01160,Compressor-X,170.3,651.0,244.6,Alloy,59.2,230,Ultra,32,63.0,MidMarket,West,No,Spot,44.78,198.83
Q01161,Pump-B,49.1,221.0,8.8,Standard,40.6,213,Std,6,151.0,MidMarket,West,No,Spot,22.31,75.93
Q01162,Pump-A,41.9,182.0,146.4,Standard,12.9,75,Precision,8,93.0,Enterprise,East,Yes,Spot,7.19,40.85
Q01163,Pump-A,44.4,183.0,149.2,Standard,13.2,110,Std,17,122.0,MidMarket,North,No,Annual,11.99,43.14
Q01164,Compressor-X,115.7,465.0,248.4,Standard,31.1,115,Std,26,47.0,SMB,North,Yes,Spot,21.72,98.65
Q01165,Pump-B,48.4,,89.8,Stainless,51.6,73,Std,3,110.0,Enterprise,North,No,Spot,20.78,73.74
Q01166,Compressor-Y,278.7,1010.0,56.1,Standard,65.1,240,Std,17,135.0,MidMarket,South,No,Annual,50.64,197.3
Q01167,Compressor-X,176.1,625.0,7.1,Alloy,33.0,129,Std,13,158.0,SMB,South,No,Spot,48.29,149.06
Q01168,Pump-B,51.9,241.0,93.4,Stainless,58.3,139,Ultra,45,56.0,MidMarket,South,Yes,Annual,13.26,94.54
Q01169,Turbine-T,347.9,1187.0,71.4,Alloy,30.9,136,Std,41,43.0,Enterprise,South,Yes,Spot,41.64,264.15
Q01170,Pump-A,40.4,189.0,26.7,Stainless,13.8,51,Precision,3,126.0,SMB,North,No,Framework,14.55,48.91
Q01171,Compressor-X,102.2,405.0,15.7,Stainless,33.0,154,Std,18,61.0,SMB,North,Yes,Spot,24.05,104.4
Q01172,Pump-A,44.8,184.0,60.9,Standard,10.8,95,Ultra,27,118.0,Enterprise,West,No,Framework,8.55,50.7
Q01173,Turbine-T,503.6,1694.0,90.9,Stainless,57.8,148,Std,33,,SMB,North,No,Spot,99.94,344.56
Q01174,Compressor-Y,363.4,1287.0,24.1,Standard,98.9,251,Std,21,61.0,Enterprise,South,Yes,Spot,27.34,199.59
Q01175,Valve-Z,6.9,52.0,180.1,Standard,31.0,67,Ultra,18,59.0,MidMarket,South,No,Annual,9.31,37.85
Q01176,Turbine-T,669.1,2280.0,39.8,Stainless,102.2,124,Std,34,151.0,SMB,West,Yes,Spot,86.37,375.07
Q01177,Compressor-X,107.8,434.0,44.1,Standard,79.8,167,Precision,21,103.0,SMB,West,No,Spot,41.17,142.36
Q01178,Pump-A,29.7,170.0,161.3,Stainless,20.9,63,Std,30,152.0,SMB,South,No,Spot,11.49,41.41
Q01179,Pump-A,33.8,139.0,85.5,Stainless,39.0,110,Precision,32,87.0,Enterprise,East,No,Spot,11.59,52.96
Q01180,Pump-A,19.6,80.0,157.6,Standard,10.8,97,Std,40,101.0,SMB,North,No,Spot,8.55,33.14
Q01181,Pump-B,108.4,475.0,89.5,Stainless,49.3,62,Precision,17,73.0,MidMarket,West,No,Annual,28.05,103.43
Q01182,Compressor-X,208.3,744.0,217.1,Standard,79.4,170,Ultra,30,151.0,MidMarket,North,No,Spot,52.31,204.57
Q01183,Compressor-X,94.3,381.0,27.1,Stainless,24.5,221,Std,27,139.0,MidMarket,East,No,Annual,24.94,104.47
Q01184,Pump-B,67.2,327.0,172.9,Standard,62.7,140,Std,34,102.0,MidMarket,North,No,Spot,23.01,83.06
Q01185,Compressor-X,95.3,417.0,120.2,Standard,73.2,212,Std,19,132.0,SMB,West,Yes,Annual,33.55,119.64
Q01186,Compressor-X,148.3,547.0,100.2,Stainless,70.3,126,Ultra,1,41.0,Enterprise,East,Yes,Annual,31.66,167.37
Q01187,Compressor-X,108.9,389.0,190.1,Stainless,42.4,133,Std,12,99.0,SMB,South,Yes,Spot,28.35,110.76
Q01188,Pump-A,37.5,195.0,36.4,Standard,36.2,85,Std,18,116.0,SMB,North,No,Framework,11.82,46.11
Q01189,Pump-B,61.6,262.0,133.5,Alloy,76.6,203,Precision,48,136.0,Enterprise,West,Yes,Spot,11.26,92.17
Q01190,Valve-Z,9.1,45.0,33.4,Alloy,35.1,85,Std,46,35.0,MidMarket,West,Yes,Annual,4.03,28.68
Q01191,Pump-B,91.8,376.0,203.8,Stainless,61.1,239,Std,10,69.0,SMB,West,No,Annual,30.4,101.48
Q01192,Pump-A,35.3,176.0,57.8,Standard,38.9,68,Precision,10,117.0,MidMarket,South,No,Spot,14.71,53.31
Q01193,Pump-B,112.0,453.0,128.1,Standard,49.0,168,Std,38,131.0,MidMarket,North,Yes,Spot,14.24,81.46
Q01194,Pump-B,47.8,235.0,134.3,Stainless,54.3,76,Ultra,26,93.0,SMB,South,Yes,Spot,20.57,96.04
Q01195,Turbine-T,472.8,1698.0,223.5,Standard,73.0,113,Std,41,37.0,Enterprise,West,No,Annual,53.12,282.82
Q01196,Pump-A,34.4,192.0,87.5,Standard,29.0,36,Precision,21,87.0,Enterprise,South,No,Annual,7.32,42.05
Q01197,Valve-Z,9.8,84.0,74.0,Stainless,10.8,74,Precision,1,110.0,MidMarket,East,Yes,Spot,8.35,29.24
Q01198,Pump-B,56.5,262.0,81.3,Standard,31.7,111,Precision,25,49.0,SMB,West,No,Spot,22.21,79.0
Q01199,Compressor-X,206.3,701.0,71.8,Alloy,36.4,197,Precision,29,128.0,Enterprise,South,Yes,Framework,2.47,129.21
Q01200,Compressor-X,137.2,541.0,29.2,Standard,71.8,179,Std,20,121.0,MidMarket,North,No,Spot,37.93,130.95
Q01201,Compressor-Y,410.2,1415.0,39.4,Stainless,47.1,262,Std,6,82.0,SMB,South,No,Spot,72.55,250.25
Q01202,Compressor-X,172.0,666.0,48.8,Stainless,43.0,76,Std,23,98.0,Enterprise,South,No,Framework,19.0,113.51
Q01203,Pump-B,65.4,352.0,38.2,Standard,55.8,143,Precision,17,141.0,SMB,South,No,Framework,26.24,93.79
Q01204,Pump-A,22.7,48.0,75.0,Standard,27.6,89,Std,19,77.0,Enterprise,West,No,Spot,7.01,34.99
Q01205,Valve-Z,11.8,89.0,199.1,Stainless,14.6,101,Precision,7,30.0,SMB,West,Yes,Annual,8.92,32.47
Q01206,Compressor-X,205.4,751.0,116.9,Titanium,48.3,83,Precision,21,37.0,Enterprise,West,No,Spot,37.06,178.83
Q01207,Valve-Z,11.9,59.0,82.0,Alloy,35.2,37,Precision,31,40.0,Enterprise,South,Yes,Annual,4.43,31.35
Q01208,Pump-B,106.9,458.0,181.1,Standard,72.1,118,Ultra,24,56.0,SMB,North,Yes,Spot,25.53,122.91
Q01209,Pump-A,19.8,86.0,130.7,Stainless,33.0,65,Precision,41,116.0,SMB,East,No,Annual,9.96,44.25
Q01210,Compressor-X,133.3,490.0,240.0,Standard,34.8,175,Precision,5,150.0,SMB,South,Yes,Spot,33.88,129.71
Q01211,Pump-A,38.8,137.0,143.9,Standard,33.9,77,Precision,10,72.0,SMB,South,Yes,Spot,10.54,48.26
Q01212,Pump-A,25.7,111.0,180.8,Stainless,38.1,106,Precision,28,94.0,Enterprise,East,Yes,Annual,5.93,44.91
Q01213,Turbine-T,359.9,1208.0,40.7,Stainless,80.1,236,Precision,26,137.0,SMB,South,Yes,Spot,68.32,324.5
Q01214,Pump-B,98.9,430.0,242.6,Standard,17.9,163,Precision,8,146.0,MidMarket,West,Yes,Annual,17.57,83.96
Q01215,Pump-A,36.8,146.0,96.1,Alloy,37.5,88,Precision,10,147.0,SMB,West,No,Annual,15.91,58.98
Q01216,Compressor-Y,239.5,887.0,124.8,Standard,68.2,188,Std,45,121.0,SMB,West,No,Spot,48.31,185.46
Q01217,Valve-Z,13.0,103.0,57.4,Alloy,12.2,109,Std,26,99.0,MidMarket,North,No,Framework,5.57,27.64
Q01218,Turbine-T,747.1,,201.5,Standard,53.1,354,Std,30,,MidMarket,South,Yes,Spot,57.59,348.71
Q01219,Pump-A,21.7,123.0,65.8,Standard,37.7,35,Std,20,32.0,MidMarket,South,No,Annual,10.77,39.78
Q01220,Compressor-Y,373.4,1352.0,22.6,Standard,93.0,122,Precision,12,129.0,MidMarket,South,No,Annual,66.48,260.1
Q01221,Pump-B,54.6,215.0,10.3,Titanium,51.5,72,Std,37,105.0,Enterprise,West,No,Spot,17.76,84.33
Q01222,Turbine-T,637.3,2190.0,98.4,Standard,102.2,277,Std,49,86.0,SMB,North,No,Spot,83.99,360.37
Q01223,Valve-Z,8.1,32.0,106.1,Standard,11.1,119,Ultra,1,83.0,Enterprise,West,Yes,Framework,6.23,31.4
Q01224,Valve-Z,9.3,39.0,197.1,Stainless,11.1,58,Precision,23,93.0,Enterprise,North,No,Framework,2.52,21.88
Q01225,Compressor-Y,245.8,912.0,161.6,Standard,108.7,275,Std,31,82.0,Enterprise,West,Yes,Spot,30.29,181.21
Q01226,Pump-B,46.1,251.0,228.3,Stainless,32.7,238,Std,11,61.0,SMB,North,No,Annual,24.66,80.27
Q01227,Valve-Z,11.1,34.0,82.7,Standard,29.3,57,Std,28,128.0,Enterprise,East,Yes,Spot,4.27,24.28
Q01228,Compressor-X,122.7,493.0,152.3,Stainless,40.4,99,Ultra,46,73.0,Enterprise,North,No,Framework,27.21,145.33
Q01229,Compressor-Y,413.2,1446.0,167.8,Standard,97.4,215,Ultra,36,88.0,MidMarket,West,Yes,Framework,37.38,290.54
Q01230,Compressor-Y,365.9,1304.0,137.5,Standard,70.2,170,Std,24,136.0,SMB,East,No,Spot,74.56,237.91
Q01231,Valve-Z,8.5,67.0,244.1,Standard,32.8,88,Std,15,70.0,MidMarket,East,No,Spot,7.07,29.17
Q01232,Compressor-Y,220.5,825.0,205.1,Standard,47.7,141,Std,1,98.0,Enterprise,North,Yes,Spot,33.87,160.66
Q01233,Pump-B,105.7,444.0,235.4,Stainless,35.6,162,Std,35,77.0,Enterprise,South,No,Spot,21.12,86.75
Q01234,Pump-B,102.6,408.0,67.2,Standard,19.0,132,Precision,27,55.0,SMB,North,Yes,Spot,15.57,81.12
Q01235,Pump-A,35.3,163.0,226.3,Alloy,22.5,48,Ultra,19,130.0,Enterprise,South,Yes,Spot,9.04,54.63
Q01236,Pump-B,76.1,369.0,35.9,Alloy,25.1,205,Std,22,38.0,Enterprise,West,No,Annual,16.53,79.56
Q01237,Valve-Z,10.0,84.0,114.2,Standard,37.3,78,Std,39,38.0,SMB,North,Yes,Annual,3.13,26.32
Q01238,Compressor-X,206.5,753.0,155.3,Alloy,67.3,188,Std,30,98.0,SMB,East,No,Spot,39.44,156.9
Q01239,Pump-B,112.3,433.0,196.3,Standard,77.4,97,Precision,2,,MidMarket,South,Yes,Annual,24.55,105.48
Q01240,Turbine-T,572.3,1946.0,220.5,Stainless,47.2,160,Ultra,9,118.0,SMB,North,No,Framework,131.73,492.29
Q01241,Valve-Z,9.0,119.0,240.5,Stainless,33.9,51,Std,25,73.0,SMB,North,Yes,Annual,6.26,28.98
Q01242,Compressor-X,209.0,777.0,122.4,Standard,35.2,76,Std,6,40.0,SMB,South,No,Annual,34.94,130.82
Q01243,Pump-A,20.4,129.0,53.9,Standard,9.6,41,Precision,33,139.0,MidMarket,West,Yes,Spot,6.04,32.43
Q01244,Pump-B,84.7,343.0,116.8,Stainless,74.6,151,Std,13,146.0,SMB,South,Yes,Framework,19.89,88.79
Q01245,Valve-Z,14.8,77.0,171.0,Alloy,28.6,82,Std,19,93.0,SMB,East,No,Annual,10.44,34.94
Q01246,Compressor-Y,305.6,1104.0,20.8,Standard,68.0,268,Precision,15,72.0,MidMarket,South,No,Spot,58.6,235.86
Q01247,Pump-A,21.9,152.0,173.1,Alloy,12.8,81,Precision,44,72.0,SMB,West,No,Annual,11.6,45.46
Q01248,Pump-A,34.6,120.0,235.6,Standard,19.3,54,Precision,19,47.0,SMB,West,No,Spot,14.81,46.71
Q01249,Pump-A,28.7,132.0,112.3,Alloy,10.4,93,Std,14,127.0,SMB,South,No,Spot,15.52,45.7
Q01250,Pump-B,69.5,289.0,214.7,Standard,24.6,208,Std,28,50.0,SMB,North,No,Spot,19.91,74.1
Q01251,Compressor-Y,227.6,839.0,35.1,Standard,65.8,142,Std,16,129.0,MidMarket,South,Yes,Spot,42.45,174.61
Q01252,Valve-Z,9.7,52.0,97.0,Stainless,35.4,71,Std,32,119.0,Enterprise,East,Yes,Spot,3.96,26.92
Q01253,Compressor-X,109.9,435.0,157.8,Standard,32.9,135,Ultra,20,91.0,Enterprise,North,Yes,Spot,26.83,134.28
Q01254,Compressor-X,127.1,507.0,175.5,Stainless,65.2,128,Precision,37,121.0,Enterprise,North,No,Annual,17.01,122.7
Q01255,Pump-A,21.7,118.0,132.8,Standard,36.5,81,Precision,21,108.0,SMB,West,No,Spot,13.95,49.04
Q01256,Pump-A,18.4,84.0,231.5,Standard,33.9,54,Std,34,148.0,SMB,East,No,Spot,10.0,37.82
Q01257,Valve-Z,11.2,76.0,31.8,Alloy,36.3,54,Precision,11,124.0,SMB,South,No,Framework,9.88,38.03
Q01258,Turbine-T,517.9,1801.0,61.7,Standard,80.1,119,Std,28,137.0,Enterprise,South,No,Spot,62.15,302.41
Q01259,Compressor-Y,313.2,1094.0,123.0,Standard,60.8,333,Precision,34,142.0,Enterprise,East,Yes,Annual,33.12,212.77
Q01260,Turbine-T,471.4,1612.0,85.7,Standard,106.8,323,Precision,6,52.0,MidMarket,South,No,Spot,132.87,413.49
Q01261,Compressor-X,93.3,372.0,213.5,Stainless,21.7,205,Precision,15,143.0,SMB,West,No,Spot,50.75,140.43
Q01262,Pump-B,92.6,409.0,240.5,Stainless,48.0,86,Std,26,46.0,SMB,East,No,Framework,20.83,83.53
Q01263,Pump-B,91.5,327.0,104.7,Standard,43.2,70,Std,14,109.0,Enterprise,East,Yes,Spot,9.93,66.78
Q01264,Compressor-X,217.8,812.0,98.3,Stainless,19.3,111,Std,48,96.0,MidMarket,South,No,Spot,32.47,132.68
Q01265,Pump-B,84.9,308.0,131.4,Stainless,31.9,93,Ultra,44,83.0,Enterprise,North,No,Spot,18.97,98.34
Q01266,Turbine-T,706.0,2410.0,239.7,Alloy,65.9,206,Ultra,45,,MidMarket,South,No,Spot,149.88,581.99
Q01267,Turbine-T,610.4,2042.0,99.2,Stainless,86.8,243,Std,2,55.0,SMB,North,Yes,Framework,89.32,366.43
Q01268,Valve-Z,8.5,45.0,217.4,Standard,20.5,74,Std,18,20.0,SMB,East,No,Annual,7.22,25.72
Q01269,Compressor-X,219.3,800.0,11.7,Standard,36.6,162,Precision,10,,Enterprise,South,No,Spot,41.57,158.43
Q01270,Pump-B,83.5,364.0,191.1,Titanium,31.4,111,Std,31,102.0,SMB,West,No,Framework,27.5,98.07
Q01271,Valve-Z,8.1,62.0,83.6,Alloy,38.2,109,Precision,26,85.0,SMB,North,No,Spot,14.38,44.73
Q01272,Valve-Z,6.1,36.0,93.4,Stainless,26.8,86,Ultra,20,46.0,MidMarket,West,Yes,Spot,8.93,38.12
Q01273,Compressor-Y,360.3,1313.0,62.1,Alloy,30.3,164,Precision,38,84.0,SMB,South,No,Spot,72.8,268.72
Q01274,Compressor-X,220.7,802.0,108.9,Alloy,20.8,144,Std,40,118.0,SMB,North,No,Annual,41.54,150.02
Q01275,Pump-A,32.3,155.0,232.4,Stainless,24.3,97,Std,48,67.0,Enterprise,South,Yes,Spot,3.7,35.92
Q01276,Turbine-T,502.8,1733.0,225.7,Standard,80.8,324,Precision,47,154.0,Enterprise,East,Yes,Spot,49.21,331.17
Q01277,Compressor-X,129.2,496.0,152.8,Alloy,79.6,230,Std,34,59.0,Enterprise,West,No,Spot,20.22,125.84
Q01278,Compressor-Y,424.6,1481.0,98.2,Standard,59.8,224,Precision,27,153.0,SMB,East,No,Annual,68.47,270.03
Q01279,Pump-B,80.6,369.0,185.5,Standard,55.9,162,Std,22,132.0,Enterprise,East,No,Framework,14.48,76.69
Q01280,Compressor-X,91.8,322.0,46.1,Alloy,40.3,181,Precision,10,73.0,SMB,West,Yes,Spot,43.31,142.7
Q01281,Pump-A,27.8,135.0,248.4,Stainless,30.9,34,Std,8,118.0,SMB,South,No,Spot,14.46,44.59
Q01282,Compressor-X,188.9,709.0,171.9,Alloy,73.5,113,Ultra,39,50.0,SMB,North,No,Annual,43.81,201.1
Q01283,Compressor-Y,333.5,1128.0,22.1,Standard,87.0,118,Precision,29,106.0,MidMarket,West,No,Annual,38.0,218.71
Q01284,Pump-A,39.7,171.0,76.2,Standard,36.5,31,Std,26,47.0,SMB,East,Yes,Framework,7.87,40.06
Q01285,Pump-B,76.1,307.0,120.9,Stainless,66.9,75,Ultra,38,50.0,SMB,South,Yes,Spot,28.26,115.41
Q01286,Compressor-X,107.5,498.0,51.9,Alloy,56.2,176,Precision,44,36.0,MidMarket,East,Yes,Annual,24.84,133.95
Q01287,Compressor-Y,356.3,1279.0,22.3,Stainless,69.1,149,Precision,33,144.0,Enterprise,South,Yes,Spot,32.35,224.81
Q01288,Valve-Z,11.8,57.0,245.7,Stainless,39.6,84,Std,5,30.0,Enterprise,South,No,Annual,9.29,34.1
Q01289,Pump-B,71.1,306.0,52.0,Titanium,26.0,208,Std,17,153.0,MidMarket,West,Yes,Annual,15.8,86.21
Q01290,Pump-A,19.0,110.0,18.5,Standard,8.6,109,Precision,43,47.0,SMB,West,Yes,Framework,5.49,34.17
Q01291,Pump-B,67.0,263.0,230.3,Stainless,38.1,202,Std,15,,SMB,West,Yes,Annual,19.08,77.96
Q01292,Pump-A,24.8,96.0,104.5,Standard,29.2,100,Precision,12,129.0,MidMarket,North,No,Framework,12.16,46.47
Q01293,Pump-B,84.8,357.0,217.4,Standard,25.5,145,Std,16,75.0,Enterprise,West,Yes,Annual,9.66,64.99
Q01294,Compressor-X,162.3,646.0,200.1,Standard,52.0,155,Std,33,92.0,Enterprise,West,No,Annual,20.81,114.11
Q01295,Compressor-Y,408.4,1401.0,115.7,Standard,47.0,289,Std,40,,SMB,South,No,Framework,41.83,213.09
Q01296,Compressor-X,195.4,782.0,95.2,Alloy,60.1,193,Std,26,107.0,MidMarket,East,No,Spot,41.01,155.75
Q01297,Pump-B,87.2,334.0,73.4,Standard,62.8,133,Std,32,65.0,MidMarket,East,Yes,Spot,9.93,73.03
Q01298,Compressor-X,214.7,752.0,103.2,Standard,48.0,116,Std,37,148.0,Enterprise,East,No,Spot,25.32,126.15
Q01299,Valve-Z,9.0,60.0,70.7,Stainless,16.8,88,Precision,48,30.0,SMB,South,Yes,Annual,5.5,27.99
Q01300,Pump-A,31.5,153.0,227.6,Standard,39.2,115,Precision,47,91.0,SMB,North,No,Spot,13.21,52.95
Q01301,Compressor-Y,328.6,,114.5,Stainless,74.6,124,Precision,3,32.0,SMB,North,No,Spot,96.13,281.92
Q01302,Pump-B,73.0,329.0,27.5,Standard,46.2,182,Ultra,24,66.0,MidMarket,East,Yes,Spot,16.06,98.74
Q01303,Compressor-X,221.9,760.0,93.3,Standard,77.0,195,Ultra,46,76.0,Enterprise,North,Yes,Spot,21.64,177.94
Q01304,Compressor-Y,264.2,937.0,34.7,Standard,77.0,246,Ultra,32,121.0,SMB,North,Yes,Spot,47.64,252.19
Q01305,Compressor-Y,286.6,1034.0,26.1,Alloy,75.7,260,Precision,8,95.0,MidMarket,North,No,Framework,64.34,257.79
Q01306,Pump-A,30.9,133.0,240.9,Standard,22.9,51,Precision,19,98.0,Enterprise,South,No,Framework,7.3,39.52
Q01307,Turbine-T,528.9,1774.0,176.5,Stainless,30.2,202,Ultra,2,102.0,SMB,East,No,Spot,155.25,499.59
Q01308,Compressor-X,154.2,578.0,139.4,Standard,51.4,222,Std,46,68.0,SMB,East,No,Framework,24.55,118.08
Q01309,Pump-A,27.3,111.0,100.1,Stainless,19.1,51,Std,8,119.0,SMB,West,No,Spot,12.29,40.06
Q01310,Compressor-Y,372.8,1329.0,124.0,Stainless,116.4,251,Ultra,2,86.0,MidMarket,East,No,Spot,136.17,395.49
Q01311,Pump-A,20.0,102.0,14.2,Standard,13.3,36,Precision,26,71.0,Enterprise,North,No,Framework,5.42,31.98
Q01312,Compressor-X,194.8,673.0,37.6,Alloy,30.5,81,Ultra,4,128.0,SMB,South,No,Spot,84.47,227.29
Q01313,Pump-A,43.8,219.0,174.6,Titanium,27.4,77,Precision,9,73.0,Enterprise,East,Yes,Annual,9.95,58.02
Q01314,Compressor-Y,379.7,,204.8,Standard,30.8,101,Ultra,25,31.0,SMB,North,No,Annual,65.42,282.31
Q01315,Pump-B,47.5,265.0,195.1,Alloy,34.4,220,Std,11,50.0,Enterprise,West,Yes,Annual,13.85,73.39
Q01316,Compressor-X,124.1,440.0,32.8,Standard,23.8,92,Std,29,113.0,MidMarket,North,No,Spot,26.52,101.89
Q01317,Compressor-X,109.7,463.0,245.8,Titanium,46.2,133,Ultra,3,95.0,MidMarket,South,No,Framework,58.39,205.64
Q01318,Compressor-Y,431.9,1450.0,62.2,Alloy,108.8,142,Std,21,147.0,SMB,South,No,Annual,73.41,273.68
Q01319,Pump-A,34.5,158.0,60.2,Standard,20.1,70,Std,36,34.0,SMB,North,No,Spot,10.64,39.75
Q01320,Pump-A,28.2,112.0,33.3,Standard,13.1,69,Std,11,126.0,MidMarket,East,No,Spot,11.32,37.15
Q01321,Pump-B,72.2,289.0,175.7,Stainless,70.1,81,Precision,42,38.0,SMB,East,Yes,Annual,12.81,84.45
Q01322,Pump-A,20.2,119.0,195.0,Standard,24.3,45,Precision,43,156.0,SMB,West,Yes,Framework,6.73,36.82
Q01323,Pump-A,28.6,164.0,187.7,Stainless,35.2,119,Std,24,119.0,SMB,East,Yes,Annual,10.09,45.13
Q01324,Turbine-T,705.0,2365.0,85.3,Alloy,112.6,165,Precision,2,120.0,Enterprise,West,No,Spot,132.01,495.92
Q01325,Compressor-X,125.1,505.0,110.9,Standard,24.1,95,Precision,24,93.0,MidMarket,East,Yes,Framework,19.07,107.27
Q01326,Pump-A,25.3,101.0,94.9,Standard,14.2,117,Std,11,100.0,MidMarket,West,No,Framework,9.09,36.46
Q01327,Pump-A,40.8,187.0,176.4,Standard,28.4,96,Precision,11,133.0,SMB,East,Yes,Spot,15.79,54.22
Q01328,Valve-Z,12.0,36.0,210.4,Standard,19.8,48,Precision,4,38.0,Enterprise,South,No,Spot,7.83,28.23
Q01329,Compressor-Y,350.8,1245.0,46.7,Stainless,46.2,354,Std,27,114.0,Enterprise,West,No,Spot,36.39,205.52
Q01330,Valve-Z,7.4,32.0,186.2,Standard,33.2,115,Precision,22,78.0,MidMarket,North,Yes,Annual,5.6,31.55
Q01331,Pump-A,35.5,142.0,16.4,Standard,20.4,119,Std,18,101.0,SMB,North,Yes,Spot,9.94,41.0
Q01332,Pump-A,43.8,207.0,70.1,Standard,10.7,38,Ultra,21,75.0,SMB,North,No,Spot,16.02,55.2
Q01333,Compressor-Y,354.6,1287.0,214.1,Standard,52.8,243,Ultra,18,91.0,SMB,West,Yes,Spot,72.86,297.39
Q01334,Valve-Z,12.1,69.0,74.4,Alloy,11.3,96,Precision,29,28.0,MidMarket,North,Yes,Spot,2.75,26.55
Q01335,Valve-Z,8.7,93.0,14.5,Standard,13.9,57,Precision,27,133.0,SMB,South,No,Annual,8.0,27.69
Q01336,Valve-Z,7.5,48.0,201.4,Standard,34.7,93,Ultra,18,139.0,Enterprise,East,No,Spot,9.54,40.72
Q01337,Turbine-T,597.7,2050.0,165.0,Stainless,38.9,92,Precision,19,76.0,SMB,East,No,Spot,120.14,417.55
Q01338,Pump-A,28.5,148.0,228.6,Standard,20.5,38,Std,3,58.0,Enterprise,East,No,Spot,10.21,37.02
Q01339,Pump-B,89.0,360.0,68.8,Standard,66.3,76,Ultra,17,156.0,MidMarket,South,Yes,Annual,19.59,106.76
Q01340,Pump-A,26.6,153.0,37.4,Standard,18.9,60,Std,2,80.0,Enterprise,West,No,Annual,9.27,36.38
Q01341,Valve-Z,9.8,92.0,173.2,Standard,37.3,38,Precision,34,29.0,MidMarket,South,Yes,Annual,3.77,28.7
Q01342,Pump-B,54.1,287.0,209.4,Standard,20.1,225,Std,13,107.0,SMB,West,No,Annual,18.22,69.6
Q01343,Compressor-X,133.3,539.0,111.3,Standard,78.2,188,Precision,47,142.0,MidMarket,South,No,Spot,32.71,140.97
Q01344,Pump-B,71.8,325.0,46.4,Alloy,65.2,153,Std,11,,Enterprise,North,No,Spot,20.91,89.34
Q01345,Compressor-Y,352.0,1249.0,241.3,Stainless,78.7,210,Precision,3,156.0,MidMarket,West,No,Framework,63.71,260.09
Q01346,Turbine-T,349.5,1227.0,214.5,Stainless,76.2,203,Ultra,35,107.0,SMB,East,Yes,Framework,50.87,357.76
Q01347,Compressor-X,92.8,327.0,7.5,Standard,24.5,232,Std,29,60.0,MidMarket,East,No,Annual,16.4,90.82
Q01348,Compressor-X,103.1,407.0,238.4,Stainless,40.7,132,Std,5,143.0,SMB,West,Yes,Spot,44.34,125.68
Q01349,Valve-Z,9.5,78.0,6.3,Stainless,28.2,36,Std,24,97.0,SMB,East,Yes,Spot,6.55,26.88
Q01350,Pump-A,40.3,142.0,223.3,Standard,11.2,31,Precision,15,107.0,SMB,West,No,Spot,14.72,44.94
Q01351,Pump-A,35.3,138.0,91.6,Standard,19.9,51,Std,22,110.0,Enterprise,South,No,Framework,5.88,34.02
Q01352,Valve-Z,12.4,25.0,178.7,Alloy,32.2,77,Ultra,2,144.0,Enterprise,West,No,Framework,10.81,44.3
Q01353,Pump-B,100.9,400.0,146.0,Titanium,71.3,238,Std,24,146.0,MidMarket,East,No,Annual,23.34,111.09
Q01354,Pump-B,102.6,365.0,187.8,Standard,24.1,210,Std,41,75.0,MidMarket,North,No,Spot,20.19,80.78
Q01355,Pump-A,34.2,149.0,23.6,Standard,11.2,106,Precision,11,152.0,MidMarket,West,No,Framework,13.39,46.06
Q01356,Compressor-X,163.5,606.0,18.4,Titanium,18.6,224,Precision,22,61.0,MidMarket,East,No,Spot,49.93,180.46
Q01357,Compressor-X,177.1,,218.1,Standard,25.7,139,Precision,2,78.0,SMB,West,No,Spot,54.92,157.58
Q01358,Pump-B,56.4,239.0,232.4,Alloy,48.2,171,Std,1,89.0,Enterprise,South,No,Framework,19.64,81.29
Q01359,Valve-Z,8.5,80.0,237.8,Stainless,35.0,75,Ultra,37,81.0,SMB,West,No,Annual,12.46,45.02
Q01360,Valve-Z,14.9,70.0,88.6,Alloy,17.8,41,Std,22,31.0,MidMarket,East,No,Annual,5.63,26.02
Q01361,Pump-B,101.1,374.0,82.4,Stainless,44.4,65,Precision,21,41.0,Enterprise,East,Yes,Annual,9.44,80.63
Q01362,Compressor-X,151.0,560.0,63.2,Stainless,54.0,161,Ultra,3,74.0,SMB,East,No,Annual,65.45,198.98
Q01363,Turbine-T,338.7,1233.0,29.8,Stainless,72.8,344,Std,25,102.0,SMB,East,Yes,Spot,81.58,304.04
Q01364,Compressor-X,115.6,482.0,41.0,Titanium,28.2,221,Precision,17,,SMB,West,No,Spot,48.85,170.72
Q01365,Valve-Z,11.0,69.0,190.3,Stainless,33.1,91,Precision,44,55.0,SMB,North,No,Annual,6.75,34.02
Q01366,Turbine-T,431.7,1488.0,10.5,Titanium,82.5,157,Precision,48,64.0,SMB,South,No,Spot,112.51,447.19
